Region	Source	2MASS/SSTc2d	RA	Dec	EDR3_plx	EDR3_err_plx	EDR3_dist_pc	EDR3_RUWE	EDR3_Dist_PPVII	PM_EDR3_mas	Disk	Disk_Flag	Observatory	Freq_GHz	Wavelength	Beam_arcsec	RMS_mJy/beam	Survey_Ref	Flux_mJy	eFlux_mJy	Flux_mJy_Standardized	Mdust_Mearth_Standardized	Standardized_Mdust_Mearth	Size_as	eSize_as	H20_lR68	H20_R68_arcsec	H20_R68_au_DR3							Notes	Object	dist_xs	SpT_xs	Teff_xs	Av_xs	Lstar_xs	logLacc_xs	Mstar_B15_xs	logMacc_B15_xs	Mstar_S00_xs	logMacc_S00_xs	Notes_xs	ref_xs	Source_check	Teff_HH14	Lstar_xs_DR3	logLacc_xs_DR3	Mstar_B15_xs_DR3	logMacc_B15_xs_DR3	Mstar_S00_xs_DR3	logMacc_S00_xs_DR3	Mstar_Fei_xs_DR3	logMacc_Fei_xs_DR3	Mstar_PPVII	logMacc_PPVII	notes_Macc_PPVII	dist_PPVII
Taurus	V955 Tau A	J04420777+2523118	04:42:07.774	=+25:23:11.800	6.5104	0.4047	153.60	15.255	141	[5.533, -18.128]	II	1	[pre-ALMA, ALMA]	[388, ??]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Akeson+2019]	[14.0, 2.20]	[2.0, 0.17]	[14.0, 2.20]	[2.91, 1.24]	1.22	[, ]	[, ]	--	--	#VALUE!						II		J04420777+2523118	160.13	K8.5	4060		2.187761624	--	0.79	--	--	--	--	HH08,HH14,Testi+22	V955 Tau A	3810	1.672	-99.11	nan	nan	0.5275	-105.7	0.44	-105.69	0.44	-105.69	--	140
Taurus	V955 Tau B	J04420777+2523118	04:42:07.774	=+25:23:11.800	6.5104	0.4047	153.60	15.255	141	[5.533, -18.128]	II	1	[pre-ALMA, ALMA]	[388, ??]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Akeson+2019]	[<6.0, 0.86]	[??, 0.14]	[<6.0, 0.86]	[<1.25, 0.48]	0.48	[, ]	[, ]	--	--	#VALUE!						II		J04420777+2523118	160.13	--	4060		2.187761624	--	0.79	--	--	--	--	HH08,HH14,Testi+22	V955 Tau B	4020	1.672	-99.11	0.67	-105.9	0.7	-105.9	0.54	-105.83	0.54	-105.83	--	140
Taurus	CIDA 7	J04422101+2520343	04:42:21.017	=+25:20:34.380	7.1084	0.0479	140.68	1.198	140.68	[4.633, -19.774]	II	1	[pre-ALMA, ]	[388, ]	[0.89, ]	[??, ??]	[??, ??]	[Andrews+13, ]	[38.0, ]	[8.0, ]	[38.0, ]	[7.86, ]	7.86	[, ]	[, ]	--	--	#VALUE!						II		J04422101+2520343	136.17	M5.1	3161		0.1288249552	--	0.18	--	--	--	--	HH08,HH14,Testi+22	CIDA 7	2968	0.137	-98.97	0.147	-105.3	0.1325	-105.3	0.13	-105.34	0.147	-105.3	--	140.68
Taurus	DP Tau A	J04423769+2515374	04:42:37.698	=+25:15:37.460	--	--	--	--	141	[, ]	II	1	[pre-ALMA, ALMA]	[388, ??]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Akeson+2019]	[<10.0, 2.10]	[??, 0.23]	[<10.0, 2.10]	[<2.08, 1.18]	1.16	[, ]	[, ]	--	--	#VALUE!						II		J04423769+2515374	142.08	M0.8	3720		0.0660693448	--	0.56	--	--	--	--	HH08,HH14,Testi+22	DP Tau A	3756	0.064	-99.01	0.57	-106.3	0.4825	-106.3	0.57	-106.39	0.57	-106.3	--	140
Taurus	DP Tau B	J04423769+2515374	04:42:37.698	=+25:15:37.460	--	--	--	--	141	[, ]	II	1	[pre-ALMA, ALMA]	[388, ??]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Akeson+2019]	[<10.0, 1.50]	[??, 0.21]	[<10.0, 1.50]	[<2.08, 0.84]	0.83	[, ]	[, ]	--	--	#VALUE!						II		J04423769+2515374	142.08	--	3720		0.0660693448	--	0.56	--	--	--	--	HH08,HH14,Testi+22	DP Tau B	3738	0.064	-99.01	0.563	-106.3	0.455	-106.2	0.56	-106.38	0.563	-106.3	--	140
Taurus	GO Tau	J04430309+2520187	04:43:03.095	=+25:20:18.750	7.0233	0.0200	142.38	1.183	142.38	[4.736, -20.109]	II	1	[pre-ALMA, ALMA]	[388, 225.5]	[0.89, 1.3]	[??, 0.14x0.11]	[??, 0.049]	[Andrews+13, Long+19]	[162.4, 54.76]	[12.3, (0.85, -0.41)]	[162.4, 54.76]	[34.40, 31.37]	31.37	[, 1.187]	[, ]	--	1.16	165.1608						II		J04430309+2520187	144.57	M2.3	3516		0.2754228703	--	0.35	--	--	--	--	HH08,HH14,Testi+22	GO Tau	3515	0.267	-99.01	0.345	-105.8	0.3625	-105.8	0.37	-105.84	0.345	-105.8	--	142.38
Taurus	CIDA 14	J04432023+2940060	04:43:20.234	=+29:40:06.050	6.0198	0.0525	166.12	1.453	166.12	[4.670, -22.090]	II	1	[, ALMA]	[, ??]	[, 1.3]	[??, ??]	[??, ??]	[, Akeson+2019]	[, <0.38]	[, ??]	[, <0.38]	[, <0.30]	<0.30	[, ]	[, ]	--	--	#VALUE!						II		J04432023+2940060	171.17	M5.5	3060		0.3388441561	-4.36	0.22	--	--	--	--	HH08,HH14,Testi+22	CIDA 14	2920	0.319	-4.386	nan	nan	0.1525	-10.62	nan	nan	0.1525	-10.62	--	166.12
Taurus	IRAS 04414+2506	J04442713+2512164	04:44:27.132	=+25:12:16.410	6.9855	0.0603	143.15	1.001	143.15	[5.760, -19.848]	II	1	[pre-ALMA, pre-ALMA]	[388, 225]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Andrews+13]	[11.6, 4.9]	[1.3, 0.4]	[11.6, 4.9]	[2.48, 2.84]	2.84	[, ]	[, ]	--	--	#VALUE!						II		J04442713+2512164	141.02	--	2840		0.06165950019	--	0.08	--	--	--	--	HH08,HH14,Testi+22	IRAS 04414+2506	2746	0.063	-98.98	0.08	-105.2	nan	nan	nan	nan	0.08	-105.2	--	143.15
Taurus	IRAS 04429+1550	J04455134+1555367	04:45:51.343	=+15:55:36.730	6.7911	0.0308	147.25	1.904	141	[11.614, -18.058]	II	1	[, pre-ALMA]	[, 225]	[, 1.3]	[??, ??]	[??, ??]	[, Andrews+13]	[, 51.0]	[, 2.0]	[, 51.0]	[, 28.65]	28.25	[, ]	[, ]	--	--	#VALUE!						II		J04455134+1555367	148	--	3487		0.3388441561	--	0.33	--	--	--	--	HH08,HH14,Testi+22	IRAS 04429+1550	3483	0.303	-99.04	0.326	-105.7	0.35	-105.8	0.35	-105.81	0.326	-105.7	--	140
Taurus	DQ Tau AB	J04465305+1700001	04:46:53.063	=+17:00:00.100	5.1182	0.0183	195.38	1.048	195.38	[4.906, -13.296]	II	1	[pre-ALMA, ALMA]	[388, 225.5]	[0.89, 1.3]	[??, 0.13x0.10]	[??, 0.045]	[Andrews+13, Long+19]	[210.7, 69.27]	[18.8, (0.15, -0.19)]	[210.7, 69.27]	[84.04, 74.72]	74.72	[, 0.219]	[, ]	--	--	#VALUE!						II		04465305+1700001	--	--	--		--	--	--	--	--	--		HH08,HH14,Testi+22	DQ Tau AB	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Taurus	Haro 6-37 A	J04465897+1702381	04:46:58.967	=+17:02:37.850	4.8466	0.0813	206.33	4.519	141	[4.952, -13.086]	II	1	[pre-ALMA, ALMA]	[388, ??]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Akeson+2019]	[<15.0, 2.10]	[??, 0.34]	[<15.0, 2.10]	[<3.12, 1.18]	1.16	[, ]	[, ]	--	--	#VALUE!						II		J04465897+1702381	170.56	K8	3989		4.786300923	--	0.71	--	--	--	--	HH08,HH14,Testi+22	Haro 6-37 A	3900	3.224	-99.17	nan	nan	0.59	-105.7	nan	nan	0.59	-105.7	--	140
Taurus	Haro 6-37 B	J04465897+1702381	04:46:58.967	=+17:02:37.850	4.8466	0.0813	206.33	4.519	141	[4.952, -13.086]	II	1	[pre-ALMA, ALMA]	[388, ??]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Akeson+2019]	[<15.0, <0.96]	[??, ??]	[<15.0, <0.96]	[<3.12, <0.54]	<0.53	[, ]	[, ]	--	--	#VALUE!						II		J04465897+1702381	170.56	M0.9	3989		4.786300923	--	0.71	--	--	--	--	HH08,HH14,Testi+22	Haro 6-37 B	3738	3.224	-99.17	nan	nan	0.5099	-105.6	nan	nan	0.5099	-105.6	--	140
Taurus	Haro 6-37 C	--	04:46:59.078	=+17:02:39.670	5.1168	0.0260	195.43	1.584	195.43	[5.298, -14.131]	II	1	[pre-ALMA, ALMA]	[388, ??]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Akeson+2019]	[218.0, 38.50]	[6.0, 1.95]	[218.0, 38.50]	[86.99, 41.55]	41.55	[, ]	[, ]	--	--	#VALUE!						II		J04465897+1702381	170.56	--	3989		4.786300923	--	0.71	--	--	--	--	HH08,HH14,Testi+22	Haro 6-37 C	3979	6.283	-98.88	nan	nan	0.725	-105.4	nan	nan	0.725	-105.4	--	195.43
Taurus	DR Tau	J04470620+1658428	04:47:06.209	=+16:58:42.810	5.1823	0.0329	192.96	1.868	141	[5.207, -13.889]	II	1	[pre-ALMA, ALMA]	[388, 225.5]	[0.89, 1.3]	[??, 0.13x0.10]	[??, 0.051]	[Andrews+13, Long+19]	[314.9, 127.18]	[23.2, (0.20, -0.22)]	[314.9, 127.18]	[65.41, 71.45]	70.44	[, 0.276]	[, ]	--	--	#VALUE!						II		J04470620+1658428	195.66	K6	4202		3.715352291	0.32	1.11	--	--	--	--	HH08,HH14,Testi+22	DR Tau	4115	1.902	0.0292	0.734	-6.803	0.795	-6.837	0.6	-6.71	0.6	-6.71	--	140
Taurus	DS Tau	J04474859+2925112	04:47:48.591	=+29:25:11.460	6.3150	0.0210	158.35	1.546	158.35	[5.049, -24.439]	II	1	[pre-ALMA, ALMA]	[388, 225.5]	[0.89, 1.3]	[??, 0.14x0.10]	[??, 0.050]	[Andrews+13, Long+19]	[40.5, 22.24]	[6.9, (0.23, -0.23)]	[40.5, 22.24]	[10.61, 15.76]	15.76	[, 0.446]	[, ]	--	--	#VALUE!						II		J04474859+2925112	159.06	M0.4	3791		1.047128548	-0.57	0.47	--	--	--	--	HH08,HH14,Testi+22	DS Tau	3828	1.037	-0.573	0.497	-7.305	0.54	-7.341	0.45	-7.27	0.497	-7.305	--	158.35
Taurus	UY Aur A	J04514737+3047134	04:51:47.375	=+30:47:13.460	6.5669	0.0372	152.28	2.212	141	[5.238, -25.917]	II	1	[ALMA, ALMA]	[??, 225.5]	[0.850, 1.3]	[0.75x0.49, 0.15x0.10]	[0.37, 0.048]	[Akeson&Jensen+2014, Long+19]	[48.40, 19.96]	[0.66, (1.07, -1.06)]	[48.40, 19.96]	[8.95, 11.21]	11.05	[, 0.044]	[, ]	--	--	#VALUE!						II		J04514737+3047134	155.62	K7	4060		2.398832919	-0.48	0.84	--	--	--	--	HH08,HH14,Testi+22	UY Aur A	4020	1.941	-0.571	0.74	-7.383	0.705	-7.361	0.56	-7.26	0.56	-7.26	--	140
Taurus	UY Aur B	J04514737+3047134	04:51:47.375	=+30:47:13.460	6.5669	0.0372	152.28	2.212	141	[5.238, -25.917]	II	1	[ALMA, ALMA]	[??, ??]	[0.850, 1.3]	[0.75x0.49, 1.24x0.74]	[0.37, 0.20]	[Akeson&Jensen+2014, Akeson&Jensen+2014]	[18.27, 7.87]	[0.72, 0.25]	[18.27, 7.87]	[3.38, 4.42]	4.36	[, ]	[, ]	--	--	#VALUE!						II		J04514737+3047134	155.62	--	4060		2.398832919	--	0.84	--	--	--	--	HH08,HH14,Testi+22	UY Aur B	4020	1.941	-99.09	0.74	-105.9	0.705	-105.8	0.56	-105.78	0.56	-105.78	--	140
Taurus	St 34 AB	J04542368+1709534	04:54:23.683	=+17:09:53.470	6.9628	0.0310	143.62	1.646	143.62	[-2.222, -12.554]	II	1	[pre-ALMA, ]	[388, ]	[0.89, ]	[??, ??]	[??, ??]	[Andrews+13, ]	[<11.0, ]	[??, ]	[<11.0, ]	[<2.37, ]	<2.37	[, ]	[, ]	--	--	#VALUE!						II		04542368+1709534	--	--	--		--	--	--	--	--	--		HH08,HH14,Testi+22	St 34 AB	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Taurus	St 34 C	J04542362+1709434	04:54:23.628	=+17:09:43.500	0.7211	0.0890	1386.77	1.070	141	[-3.060, -8.150]	II	1	[pre-ALMA, ]	[388, ]	[0.89, ]	[??, ??]	[??, ??]	[Andrews+13, ]	[<11.0, ]	[??, ]	[<11.0, ]	[<2.28, ]	<2.25	[, ]	[, ]	--	--	#VALUE!						II		04542362+1709434	--	--	--		--	--	--	--	--	--		HH08,HH14,Testi+22	St 34 C	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Taurus	GM Aur	J04551098+3021595	04:55:10.983	=+30:21:59.540	6.3248	0.0490	158.11	2.526	141	[3.748, -24.298]	II	1	[pre-ALMA, pre-ALMA]	[388, 225]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Andrews+13]	[546.6, 173.2]	[35.8, 6.8]	[546.6, 173.2]	[113.54, 97.30]	95.92	[, ]	[, ]	--	0.87	122.67						II		J04551098+3021595	159.64	K6	4202		1.174897555	-0.89	0.82	--	--	--	--	HH08,HH14,Testi+22	GM Aur	4115	0.903	-1.004	0.751	-8.008	0.8174	-8.044	0.69	-7.97	0.69	-7.97	--	140
Taurus	J04554535+3019389	J04554535+3019389	04:55:45.350	=+30:19:38.920	6.3614	0.0332	157.20	1.077	157.20	[4.054, -25.514]	II	1	[, ALMA]	[, ??]	[, 1.3]	[??, ??]	[??, ??]	[, Akeson+2019]	[, <0.39]	[, ??]	[, <0.39]	[, <0.27]	<0.27	[, ]	[, ]	--	--	#VALUE!						II		J04554535+3019389	154.75	M4.7	3161		0.1071519305	--	0.18	--	--	--	--	HH08,HH14,Testi+22	J04554535+3019389	3043	0.11	-98.98	0.139	-105.4	0.15	-105.4	0.12	-105.38	0.139	-105.4	--	157.2
Taurus	AB Aur	J04554582+3033043	04:55:45.845	=+30:33:04.287	6.4127	0.0372	155.94	1.369	155.94	[4.018, -24.027]	II	1	[pre-ALMA, pre-ALMA]	[388, 225]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Andrews+13]	[308.7, 93.3]	[22.4, 5.1]	[308.7, 93.3]	[78.43, 64.11]	64.11	[, ]	[, ]	--	--	#VALUE!						II		J04554582+3033043	162.87	A1	9520		123.0268771	--	3.17	--	--	--	--	HH08,HH14,Testi+22	AB Aur	9256	112.7	-99.03	nan	nan	3.125	-106.3	3.13	-106.32	3.13	-106.32	--	155.94
Taurus	J04554801+3028050	J04554801+3028050	04:55:48.010	=+30:28:05.000	6.2413	0.1103	160.22	0.928	160.22	[4.919, -23.838]	II	1	[pre-ALMA, ALMA]	[388, ??]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Akeson+2019]	[<23.0, <0.35]	[??, ??]	[<23.0, <0.35]	[<6.17, <0.25]	<0.25	[, ]	[, ]	--	--	#VALUE!						II		J04554801+3028050	164.83	M5	3046		0.02187761624	-3.63	0.11	--	--	--	--	HH08,HH14,Testi+22	J04554801+3028050	2980	0.02	-3.654	0.086	-10.25	0.1	-10.32	0.09	-10.28	0.086	-10.25	--	160.22
Taurus	J04554969+3019400	J04554969+3019400	04:55:49.696	=+30:19:40.040	6.1300	0.0838	163.13	1.045	163.13	[4.579, -23.594]	II	1	[, ALMA]	[, ??]	[, 1.3]	[??, ??]	[??, ??]	[, Akeson+2019]	[, <0.35]	[, ??]	[, <0.35]	[, <0.26]	<0.26	[, ]	[, ]	--	--	#VALUE!						II		J04554969+3019400	156.52	--	2990		0.02691534804	--	0.09	--	--	--	--	HH08,HH14,Testi+22	J04554969+3019400	2860	0.029	-98.96	0.059	-105.2	nan	nan	nan	nan	0.059	-105.2	--	163.13
Taurus	XEST 26-062	J04555605+3036209	04:55:56.055	=+30:36:20.960	5.6753	0.4055	176.20	22.462	141	[10.369, -20.192]	II	1	[ALMA, pre-ALMA]	[338.8, 225]	[0.885, 1.3]	[0.34x0.24, ??]	[0.15, ??]	[Ward-Duong+18, Andrews+13]	[1.47, 9.1]	[0.15, 1.5]	[1.47, 9.1]	[0.30, 5.11]	5.04	[, ]	[, ]	--	--	#VALUE!						II		04555605+3036209	--	M4	--		--	--	--	--	--	--		HH08,HH14,Testi+22	XEST 26-062	3190	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Taurus	SU Aur	J04555938+3034015	04:55:59.385	=+30:34:01.519	6.3700	0.0303	156.99	1.514	156.99	[4.185, -24.304]	II	1	[pre-ALMA, ]	[388, ]	[0.89, ]	[??, ??]	[??, ??]	[Andrews+13, ]	[71.0, ]	[8.6, ]	[71.0, ]	[18.28, ]	18.28	[, ]	[, ]	<	0.16	25.1184						II		J04555938+3034015	158.38	G4	5860		14.45439771	-0.89	2.18	--	--	--	--	HH08,HH14,Testi+22	SU Aur	5516	14.2	-0.897	nan	nan	2.4474	-8.07	2.82	-8.13	2.82	-8.13	--	156.99
Taurus	XEST 26-071	J04560118+3026348	04:56:01.182	=+30:26:34.830	6.9170	0.2002	144.57	8.632	141	[7.303, -23.329]	II	1	[, ALMA]	[, ??]	[, 1.3]	[??, ??]	[??, ??]	[, Akeson+2019]	[, <0.35]	[, ??]	[, <0.35]	[, <0.20]	<0.19	[, ]	[, ]	--	--	#VALUE!						II		J04560118+3026348	158.66	--	3342		0.1412537545	--	0.26	--	--	--	--	HH08,HH14,Testi+22	XEST 26-071	3302	0.109	-99.1	0.254	-105.9	0.245	-105.8	0.24	-105.89	0.254	-105.9	--	140
Taurus	MWC 480	J04584626+2950370	04:58:46.265	=+29:50:36.975	6.4014	0.0518	156.22	1.009	156.22	[4.661, -25.168]	II	1	[pre-ALMA, ALMA]	[388, 225.5]	[0.89, 1.3]	[??, 0.17x0.11]	[??, 0.069]	[Andrews+13, Long+19]	[750.6, 267.76]	[42.7, (0.51, -1.07)]	[750.6, 267.76]	[191.40, 184.65]	184.65	[, 0.878]	[, ]	--	--	#VALUE!						II		J04584626+2950370	161.79	--	9000		165.9586907	--	3.65	--	--	--	--	HH08,HH14,Testi+22	MWC 480	9000	154.7	-99.03	nan	nan	3.5499	-106.2	3.58	-106.28	3.58	-106.28	--	156.22
Taurus	V836 Tau	J05030659+2523197	05:03:06.595	=+25:23:19.710	5.9882	0.0183	167.00	1.169	167.00	[2.991, -17.304]	II	1	[pre-ALMA, ALMA]	[388, 225.5]	[0.89, 1.3]	[??, 0.13x0.10]	[??, 0.049]	[Andrews+13, Long+19]	[67.3, 26.24]	[8.0, (0.16, -0.12)]	[67.3, 26.24]	[19.61, 20.68]	20.68	[, 0.188]	[, ]	--	0.13	21.71						II		J05030659+2523197	169.58	M0.8	3734		0.660693448	-2.33	0.45	--	--	--	--	HH08,HH14,Testi+22	V836 Tau	3756	0.64	-2.343	0.475	-9.143	0.5	-9.165	0.45	-9.12	0.475	-9.143	--	167
Taurus	CIDA 8	J05044139+2509544	05:04:41.399	=+25:09:54.400	5.9170	0.0254	169.00	1.211	169.00	[2.379, -16.979]	II	1	[pre-ALMA, pre-ALMA]	[388, 225]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Andrews+13]	[26.3, 7.7]	[4.9, 1.6]	[26.3, 7.7]	[7.85, 6.21]	6.21	[, ]	[, ]	--	--	#VALUE!						II		J05044139+2509544	170.76	M3.7	3313		0.3090295433	--	0.24	--	--	--	--	HH08,HH14,Testi+22	CIDA 8	3256	0.302	-99	0.216	-105.5	0.2574	-105.5	0.22	-105.52	0.216	-105.5	--	169
Taurus	CIDA 9 A	J05052286+2531312	05:05:22.861	=+25:31:31.230	5.7118	0.0877	175.08	3.593	141	[2.321, -17.898]	II	1	[pre-ALMA, ALMA]	[388, 225.5]	[0.89, 1.3]	[??, 0.13x0.10]	[??, 0.050]	[Andrews+13, Long+19]	[77.0, 37.10]	[3.0, (0.26, -0.20)]	[77.0, 37.10]	[15.99, 20.84]	20.55	[, 0.371]	[, ]	--	--	#VALUE!						II		J05052286+2531312	171.85	M1.8	3589		0.07413102413	--	0.48	--	--	--	--	HH08,HH14,Testi+22	CIDA 9 A	3592	0.049	-99.17	0.485	-106.5	0.3525	-106.3	0.47	-106.49	0.485	-106.5	--	140
Taurus	CIDA 9 B	J05052286+2531312	05:05:22.861	=+25:31:31.230	5.7118	0.0877	175.08	3.593	141	[2.321, -17.898]	II	1	[pre-ALMA, ALMA]	[388, ??]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Akeson+2019]	[<7.0, <0.42]	[??, ??]	[<7.0, <0.42]	[<1.45, <0.24]	<0.23	[, ]	[, ]	--	--	#VALUE!						II		J05052286+2531312	171.85	M4.6	3589		0.07413102413	--	0.48	--	--	--	--	HH08,HH14,Testi+22	CIDA 9 B	3064	0.049	-99.17	0.133	-105.8	0.125	-105.7	0.11	-105.73	0.133	-105.8	--	140
Taurus	CIDA 11	J05062332+2432199	05:06:23.327	=+24:32:19.950	5.9943	0.1331	166.83	8.568	141	[4.247, -16.677]	II	1	[pre-ALMA, ALMA]	[388, ??]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Akeson+2019]	[<8.0, <0.36]	[??, ??]	[<8.0, <0.36]	[<1.66, <0.20]	<0.20	[, ]	[, ]	--	--	#VALUE!						II		05062332+2432199	--	M4.2	--		--	--	--	--	--	--		HH08,HH14,Testi+22	CIDA 11	3148	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Taurus	CIDA 11 B	J05062332+2432199	05:06:23.327	=+24:32:19.950	5.9943	0.1331	166.83	8.568	141	[4.247, -16.677]	REMOVE	0	[pre-ALMA, ]	[388, ]	[0.89, ]	[??, ??]	[??, ??]	[Andrews+13, ]	[<8.0, ]	[??, ]	[<8.0, ]	[<1.66, ]	<1.64	[, ]	[, ]	--	--	#VALUE!						II		05062332+2432199	--	--	--		--	--	--	--	--	--		HH08,HH14,Testi+22	CIDA 11 B	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Taurus	RW Aur A	J05074953+3024050	05:07:49.566	=+30:24:05.177	5.4541	0.3324	183.35	16.422	141	[4.906, -24.578]	II	1	[pre-ALMA, ALMA]	[388, 225.5]	[0.89, 1.3]	[??, 0.16x0.10]	[??, 0.051]	[Andrews+13, Long+19]	[56.0, 35.60]	[7.8, (0.28, -0.27)]	[56.0, 35.60]	[11.63, 20.00]	19.72	[, 0.132]	[, ]	--	--	#VALUE!						II		J05074953+3024050	151.91	K0	4900		2.951209227	0.23	1.4	--	--	--	--	HH08,HH14,Testi+22	RW Aur A	4870	2.506	0.159	nan	nan	1.7074	-7.126	1.48	-7.07	1.48	-7.07	--	140
Taurus	RW Aur B	J05074953+3024050	05:07:49.470	=+30:24:04.810	6.4062	0.0441	156.10	1.500	156.10	[2.641, -27.398]	II	1	[pre-ALMA, pre-ALMA]	[388, 225]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Andrews+13]	[13.2, 4.4]	[2.9, 0.8]	[13.2, 4.4]	[3.36, 3.03]	3.03	[, ]	[, ]	--	--	#VALUE!						II		J05074953+3024050	151.91	K6.5	4900		2.951209227	--	1.4	--	--	--	--	HH08,HH14,Testi+22	RW Aur B	4067	3.116	-98.97	nan	nan	0.7549	-105.7	nan	nan	0.7549	-105.7	--	156.1
Taurus	CIDA 12	J05075496+2500156	05:07:54.966	=+25:00:15.610	5.8842	0.0275	169.95	1.148	169.95	[2.992, -17.296]	II	1	[ALMA, ]	[338.8, ]	[0.885, ]	[0.34x0.24, ??]	[0.15, ??]	[Ward-Duong+18, ]	[3.06, ]	[0.17, ]	[3.06, ]	[0.91, ]	0.91	[, ]	[, ]	--	--	#VALUE!						II		J05075496+2500156	164.88	M3.7	3313		0.1230268771	--	0.25	--	--	--	--	HH08,HH14,Testi+22	CIDA 12	3256	0.13	-98.97	0.227	-105.6	0.23	-105.6	0.22	-105.65	0.227	-105.6	--	169.95
Taurus	J04263055+2443558	J04263055+2443558	04:26:30.558	=+24:43:55.836	8.1096	0.5322	123.31	1.162	123.31	[6.392, -20.749]	II	1	[, ALMA]	[, 230]	[, 1.3]	[??, ??]	[??, ??]	[, Akeson+2019]	[, <0.30]	[, ??]	[, <0.30]	[, <0.13]	<0.13				--	#VALUE!								J04263055+2443558	--	--	--		--	--	--	--	--	--		HH08,HH14,Testi+22	J04263055+2443558	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Taurus	V710 Tau B	J04315779+1821380	04:31:57.792	=+18:21:37.948	6.8516	0.0221	145.95	1.260	145.95	[11.900, -17.625]	II	1	[, ALMA]	[, 230]	[, 1.3]	[??, ??]	[??, ??]	[, Akeson&Jensen+2014]	[, <0.61]	[, ??]	[, <0.61]	[, <0.37]	<0.37				--	#VALUE!								J04315779+1821380	140	M1.7	3580		0.2454708916	--	--	--	--	--	--	HH08,HH14	V710 Tau B	3608	0.266	-98.96	0.405	-105.8	0.4	-105.8	0.42	-105.87	0.405	-105.8	--	145.95
Taurus	V807 Tau Bab	J04330664+2409549	04:33:06.630	=+24:09:55.044	5.4315	0.7654	184.11	41.807	141	[5.800, -16.252]	II	1	[, ALMA]	[, 230]	[, 1.3]	[??, ??]	[??, ??]	[, Akeson+2019]	[, <0.33]	[, ??]	[, <0.33]	[, <0.19]	<0.18				--	#VALUE!								J04330664+2409549	113.2	--	3560		0.2951209227	--	0.37	--	--	--	--	HH08,Testi+22	V807 Tau Bab	3560	0.451	-98.81	0.357	-105.5	0.39	-105.5	0.36	-105.53	0.357	-105.5	--	140
Taurus	J04361030+2159364	J04361030+2159364	04:36:10.304	=+21:59:36.476	8.6273	0.4390	115.91	1.123	115.91	[8.932, -23.466]	II	1	[, ALMA]	[, 230]	[, 1.3]	[??, ??]	[??, ??]	[, Akeson+2019]	[, <0.31]	[, ??]	[, <0.31]	[, <0.12]	<0.12				--	#VALUE!								J04361030+2159364	--	--	--		--	--	--	--	--	--		HH08,HH14,Testi+22	J04361030+2159364	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Taurus	JH 112 Ab	J04324911+2253027	04:32:49.117	=+22:53:02.847	6.1521	0.0222	162.55	1.147	162.55	[7.618, -15.778]	II	1	[, ALMA]	[, 230]	[, 1.3]	[??, ??]	[??, ??]	[, Akeson&Jensen+2014]	[, 3.06]	[, 0.24]	[, 3.06]	[, 2.28]	2.28				--	#VALUE!								J04324911+2253027	--	--	--		--	--	--	--	--	--		HH08,HH14,Testi+22	JH 112 Ab	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Taurus	JH 112 Bb	J04324938+2253082	04:32:49.380	=+22:53:08.220	6.0872	0.1354	164.28	2.111	141	[10.171, -17.020]	II	1	[, ALMA]	[, 230]	[, 1.3]	[??, ??]	[??, ??]	[, Akeson&Jensen+2014]	[, 2.30]	[, 0.24]	[, 2.30]	[, 1.29]	1.27				--	#VALUE!								J04324911+2253027	--	--	--		--	--	--	--	--	--		HH08,HH14,Testi+22	JH 112 Bb	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
